building_type;building_level;cost_holz;cost_quartz;cost_kristall;cost_wein;cost_schwefel
28;11;10072;0;10950;0;0
28;12;12584;0;14160;0;0
28;13;15666;0;18269;0;0
28;14;19321;0;23353;0;0
28;15;23779;0;29824;0;0
28;16;28905;0;37589;0;0
28;17;35137;0;47440;0;0
28;18;42304;0;59261;0;0
28;19;50992;0;74213;0;0
28;20;61239;0;92615;0;0
28;21;73023;0;114697;0;0
28;22;87252;0;142521;0;0
28;23;104005;0;176705;0;0
28;24;123271;0;217725;0;0
28;25;146457;0;269239;0;0
28;26;173121;0;331056;0;0
28;27;205148;0;408533;0;0
28;28;241979;0;501505;0;0
28;29;285236;0;615446;0;0
28;30;336018;0;755023;0;0
28;31;395609;0;925934;0;0
28;32;464138;0;1131027;0;0
29;1;640;497;701;0;384
29;2;1792;1429;1847;0;1229
29;3;3558;2874;3515;0;2627
29;4;6062;4925;5793;0;4688
29;5;9450;7687;8784;0;7546
29;6;13900;11296;12310;0;11359
29;7;19624;15900;17113;0;16319
29;8;26877;21678;23059;0;22655
29;9;35965;28842;30342;0;30642
29;10;47254;37641;39189;0;40610
29;11;61185;48369;49867;0;52956
29;12;78286;61374;62686;0;68155
29;13;99191;77065;78011;0;86778
29;14;124661;95927;96268;0;109509
29;15;155609;118529;117955;0;137170
29;16;193131;145545;143655;0;170748
29;17;238541;177770;174050;0;211425
29;18;293417;216141;209939;0;260622
29;19;359653;261764;252255;0;320042
29;20;439520;315945;302092;0;391730
29;21;535744;380224;360727;0;478140
29;22;651597;456419;429657;0;582216
29;23;791005;546675;510631;0;707491
29;24;958678;653522;605697;0;858205
29;25;1160270;779947;717251;0;1039446
29;26;1402564;929475;848095;0;1257319
29;27;1693701;1106263;1001509;0;1519150
29;28;2043450;1315219;1181330;0;1833732
29;29;2463532;1562132;1383047;0;2211614
29;30;2968015;1853835;1629912;0;2665457
29;31;3573778;2198390;1919070;0;3210452
29;32;4301078;2605311;2257712;0;3864830
29;33;5174222;3085823;2654249;0;4650468
29;34;6222379;3653173;3118524;0;5593617
29;35;7480551;4322991;3662052;0;6725780
29;36;8990742;5113722;4298306;0;8084760
29;37;10803355;6047131;5043049;0;9715920
29;38;12978874;7148899;5914725;0;11673695
29;39;15589881;8449331;6934913;0;14023410
29;40;18723474;9984186;8128859;0;16843451
30;1;450;250;0;0;0
30;2;1356;755;0;0;0
30;3;2745;1538;0;0;0
30;4;4680;2650;0;0;0
30;5;7273;4184;0;0;0
30;6;10700;6287;0;0;0
30;7;15216;9170;0;0;0
30;8;21166;13119;0;0;0
30;9;29000;18507;0;0;0
30;10;39284;25803;0;0;0
30;11;52714;35585;0;0;0
30;12;70129;48549;0;0;0
30;13;92523;65519;0;0;0
30;14;121057;87457;0;0;0
30;15;157072;115476;0;0;0
30;16;202101;150846;0;0;0
30;17;257880;195008;0;0;0
30;18;326362;249581;0;0;0
30;19;409728;316374;0;0;0
30;20;510399;397394;0;0;0
30;21;631047;494857;0;0;0
30;22;774609;611198;0;0;0
30;23;944295;749081;0;0;0
30;24;1143604;911406;0;0;0
30;25;1376333;1101321;0;0;0
30;26;1646588;1322233;0;0;0
30;27;1958798;1577813;0;0;0
30;28;2317724;1872010;0;0;0
30;29;2728472;2209058;0;0;0
30;30;3196504;2593487;0;0;0
31;1;440;260;0;0;0
31;2;1327;785;0;0;0
31;3;2687;1592;0;0;0
31;4;4577;2718;0;0;0
31;5;7093;4227;0;0;0
31;6;10381;6215;0;0;0
31;7;14644;8816;0;0;0
31;8;20149;12206;0;0;0
31;9;27235;16609;0;0;0
31;10;36321;22302;0;0;0
31;11;47911;29617;0;0;0
31;12;62602;38948;0;0;0
31;13;81091;50755;0;0;0
31;14;104179;65567;0;0;0
31;15;132779;83987;0;0;0
31;16;167922;106695;0;0;0
31;17;210761;134452;0;0;0
31;18;262581;168106;0;0;0
31;19;324799;208592;0;0;0
31;20;398974;256940;0;0;0
31;21;486812;314274;0;0;0
31;22;590168;381820;0;0;0
31;23;711056;460907;0;0;0
31;24;851652;552971;0;0;0
31;25;1014299;659558;0;0;0
